isLethe,fileName,LogicalAxiomsSize,RolesSize,ConceptsSize,GCISize,GCIRolesSize,GCIConceptSize,rate,time,memory,timeOut,MemoryOut,isSuccess,isExtra,afterForgettingAxiomsSize,beforeForgettingAxiomsSize,definer,optimizenum1,optimizenum2,optimizenum3,optimizenum4,optimizetim3,depthMean,depthMedian,depthMax 
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/hpio.host-pathogen-interactions-ontology.2.owl.xml,339,6,275,0,0,0,0.3,22.0,20.828590393066406,0,0,1,0,42,145,1,0.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/hpio.host-pathogen-interactions-ontology.2.owl.xml,339,6,275,0,0,0,0.3,0.0,0.0,1,0,0,0,0,0,,,,,,,,,1.0
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/aeo.anatomical-entity-ontology.6.owl.xml,368,2,250,0,0,0,0.3,25.0,23.55097198486328,0,0,1,0,87,209,1,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/aeo.anatomical-entity-ontology.6.owl.xml,368,2,250,0,0,0,0.3,1356.0,275.16436767578125,0,0,1,0,87,209,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/aeo.anatomical-entity-ontology.6.owl.xml,368,2,250,0,0,0,0.3,27.0,21.836105346679688,0,0,1,0,99,202,1,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/aeo.anatomical-entity-ontology.6.owl.xml,368,2,250,0,0,0,0.3,1643.0,47.97339630126953,0,0,1,0,99,202,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/aeo.anatomical-entity-ontology.6.owl.xml,368,2,250,0,0,0,0.3,27.0,31.850303649902344,0,0,1,0,100,207,2,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/aeo.anatomical-entity-ontology.6.owl.xml,368,2,250,0,0,0,0.3,2002.0,407.4189147949219,0,0,1,0,100,207,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/bfo.basic-formal-ontology.2.owl.xml,52,0,35,0,0,0,0.3,4.0,6.440757751464844,0,0,1,0,4,15,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/bfo.basic-formal-ontology.2.owl.xml,52,0,35,0,0,0,0.3,20.0,13.284034729003906,0,0,1,0,19,15,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/bfo.basic-formal-ontology.2.owl.xml,52,0,35,0,0,0,0.3,3.0,6.978996276855469,0,0,1,0,2,12,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/bfo.basic-formal-ontology.2.owl.xml,52,0,35,0,0,0,0.3,10.0,6.823051452636719,0,0,1,0,17,12,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/bfo.basic-formal-ontology.2.owl.xml,52,0,35,0,0,0,0.3,4.0,7.075752258300781,0,0,1,0,4,14,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/bfo.basic-formal-ontology.2.owl.xml,52,0,35,0,0,0,0.3,22.0,15.267059326171877,0,0,1,0,25,14,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/bt.biotop-ontology.12.owl.xml,824,63,377,11,12,18,0.3,0.0,0.0,0,0,0,1,0,0,0,10.0,10.0,10.0,0.0,9.0,,,
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/bt.biotop-ontology.12.owl.xml,824,63,377,11,12,18,0.3,0.0,0.0,1,0,0,0,0,0,,,,,,,,,3.0
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/bt.biotop-ontology.12.owl.xml,824,63,377,11,12,18,0.3,2567.0,364.4144134521485,0,0,1,0,147,253,25,5.0,11.0,10.0,0.0,9.0,1.0530973451327434,1.0,3.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/bt.biotop-ontology.12.owl.xml,824,63,377,11,12,18,0.3,0.0,0.0,1,0,0,0,0,0,,,,,,,,,3.0
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/bt.biotop-ontology.12.owl.xml,824,63,377,11,12,18,0.3,0.0,0.0,0,0,0,1,0,0,0,10.0,10.0,9.0,0.0,7.0,,,
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/bt.biotop-ontology.12.owl.xml,824,63,377,11,12,18,0.3,0.0,0.0,1,0,0,0,0,0,,,,,,,,,3.0
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/epilont.epilepsy-ontology.2.owl.xml,145,5,138,0,0,0,0.3,7.0,7.409744262695312,0,0,1,0,5,52,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/epilont.epilepsy-ontology.2.owl.xml,145,5,138,0,0,0,0.3,43.0,33.44983673095703,0,0,1,0,5,52,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/epilont.epilepsy-ontology.2.owl.xml,145,5,138,0,0,0,0.3,7.0,8.161849975585938,0,0,1,0,10,72,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/epilont.epilepsy-ontology.2.owl.xml,145,5,138,0,0,0,0.3,76.0,58.088157653808594,0,0,1,0,10,72,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/epilont.epilepsy-ontology.2.owl.xml,145,5,138,0,0,0,0.3,7.0,7.783988952636719,0,0,1,0,10,72,1,0.0,0.0,0.0,0.0,1.0,0.975609756097561,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/epilont.epilepsy-ontology.2.owl.xml,145,5,138,0,0,0,0.3,46.0,33.589073181152344,0,0,1,0,10,72,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/gto.genetic-test.1.owl.xml,0,0,0,0,0,0,0.3,0.0,0.0,1,0,0,0,0,0,0 -1,-1.0,-1.0,-1.0,-1.0,,,,0.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/gto.genetic-test.1.owl.xml,0,0,0,0,0,0,0.3,1.0,1.093994140625,0,0,1,0,0,0,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/gto.genetic-test.1.owl.xml,0,0,0,0,0,0,0.3,0.0,0.0,1,0,0,0,0,0,0 -1,-1.0,-1.0,-1.0,-1.0,,,,0.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/gto.genetic-test.1.owl.xml,0,0,0,0,0,0,0.3,1.0,1.8233184814453125,0,0,1,0,0,0,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/gto.genetic-test.1.owl.xml,0,0,0,0,0,0,0.3,0.0,0.0,1,0,0,0,0,0,0 -1,-1.0,-1.0,-1.0,-1.0,,,,0.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/gto.genetic-test.1.owl.xml,0,0,0,0,0,0,0.3,1.0,2.1879959106445312,0,0,1,0,0,0,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/jerm.sysmo-jerm-ontology-of-systems-biology-for-micro-organisms.14.owl.xml,472,20,254,0,0,0,0.3,35.0,20.077865600585938,0,0,1,0,45,143,1,0.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/jerm.sysmo-jerm-ontology-of-systems-biology-for-micro-organisms.14.owl.xml,472,20,254,0,0,0,0.3,0.0,0.0,0,0,0,1,0,0,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/jerm.sysmo-jerm-ontology-of-systems-biology-for-micro-organisms.14.owl.xml,472,20,254,0,0,0,0.3,27.0,24.36731719970703,0,0,1,0,56,136,1,0.0,0.0,1.0,0.0,3.0,0.986842105263158,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/jerm.sysmo-jerm-ontology-of-systems-biology-for-micro-organisms.14.owl.xml,472,20,254,0,0,0,0.3,1485.0,438.8973388671875,0,0,1,0,246,136,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/jerm.sysmo-jerm-ontology-of-systems-biology-for-micro-organisms.14.owl.xml,472,20,254,0,0,0,0.3,32.0,23.671401977539062,0,0,1,0,93,179,1,0.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/jerm.sysmo-jerm-ontology-of-systems-biology-for-micro-organisms.14.owl.xml,472,20,254,0,0,0,0.3,2372.0,356.3751525878906,0,0,1,0,479,179,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/hom.ontology-of-homology-and-related-concepts-in-biology.6.owl.xml,83,0,65,0,0,0,0.3,6.0,6.515205383300781,0,0,1,0,16,38,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/hom.ontology-of-homology-and-related-concepts-in-biology.6.owl.xml,83,0,65,0,0,0,0.3,64.0,40.56956481933594,0,0,1,0,21,38,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/hom.ontology-of-homology-and-related-concepts-in-biology.6.owl.xml,83,0,65,0,0,0,0.3,6.0,6.471641540527344,0,0,1,0,11,33,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/hom.ontology-of-homology-and-related-concepts-in-biology.6.owl.xml,83,0,65,0,0,0,0.3,58.0,37.20918273925781,0,0,1,0,17,33,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/hom.ontology-of-homology-and-related-concepts-in-biology.6.owl.xml,83,0,65,0,0,0,0.3,6.0,7.674400329589844,0,0,1,0,18,40,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/hom.ontology-of-homology-and-related-concepts-in-biology.6.owl.xml,83,0,65,0,0,0,0.3,65.0,43.82779693603516,0,0,1,0,27,40,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/ixno.interaction-ontology.2.owl.xml,39,0,41,0,0,0,0.3,3.0,4.626838684082031,0,0,1,0,2,32,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/ixno.interaction-ontology.2.owl.xml,39,0,41,0,0,0,0.3,9.0,4.42431640625,0,0,1,0,2,32,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/ixno.interaction-ontology.2.owl.xml,39,0,41,0,0,0,0.3,4.0,6.283111572265625,0,0,1,0,4,17,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/ixno.interaction-ontology.2.owl.xml,39,0,41,0,0,0,0.3,16.0,6.858177185058594,0,0,1,0,4,17,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/ixno.interaction-ontology.2.owl.xml,39,0,41,0,0,0,0.3,4.0,5.7477874755859375,0,0,1,0,3,15,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/ixno.interaction-ontology.2.owl.xml,39,0,41,0,0,0,0.3,22.0,11.886383056640623,0,0,1,0,3,15,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/xco.experimental-conditions-ontology.60.owl.xml,616,3,507,0,0,0,0.3,46.0,40.67544555664063,0,0,1,0,142,318,3,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/xco.experimental-conditions-ontology.60.owl.xml,616,3,507,0,0,0,0.3,5897.0,492.6841125488281,0,0,1,0,142,318,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/xco.experimental-conditions-ontology.60.owl.xml,616,3,507,0,0,0,0.3,41.0,56.72846221923828,0,0,1,0,132,308,1,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/xco.experimental-conditions-ontology.60.owl.xml,616,3,507,0,0,0,0.3,4610.0,477.4915313720703,0,0,1,0,132,308,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/xco.experimental-conditions-ontology.60.owl.xml,616,3,507,0,0,0,0.3,40.0,49.17943572998047,0,0,1,0,134,307,1,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/xco.experimental-conditions-ontology.60.owl.xml,616,3,507,0,0,0,0.3,4331.0,113.18429565429688,0,0,1,0,134,307,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/propreo.proteomics-data-and-process-provenance-ontology.2.owl.xml,732,34,401,0,0,0,0.3,0.0,0.0,0,0,2,0,0,0,0,4.0,3.0,5.0,0.0,5.0,,,
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/propreo.proteomics-data-and-process-provenance-ontology.2.owl.xml,732,34,401,0,0,0,0.3,6364.0,349.8243179321289,0,0,1,0,113,209,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/propreo.proteomics-data-and-process-provenance-ontology.2.owl.xml,732,34,401,0,0,0,0.3,0.0,0.0,0,0,2,0,0,0,0,4.0,3.0,6.0,0.0,5.0,,,
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/propreo.proteomics-data-and-process-provenance-ontology.2.owl.xml,732,34,401,0,0,0,0.3,6710.0,185.121826171875,0,0,1,0,147,221,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/propreo.proteomics-data-and-process-provenance-ontology.2.owl.xml,732,34,401,0,0,0,0.3,0.0,0.0,0,0,2,0,0,0,0,3.0,3.0,8.0,0.0,5.0,,,
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/propreo.proteomics-data-and-process-provenance-ontology.2.owl.xml,732,34,401,0,0,0,0.3,6846.0,490.3885803222656,0,0,1,0,150,220,,,,,,,,,
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/obiws.bioinformatics-web-service-ontology.2.owl.xml,562,24,228,0,0,0,0.3,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,4.0,,,
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/obiws.bioinformatics-web-service-ontology.2.owl.xml,562,24,228,0,0,0,0.3,0.0,0.0,1,0,0,0,0,0,,,,,,,,,2.0
0,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/obiws.bioinformatics-web-service-ontology.2.owl.xml,562,24,228,0,0,0,0.3,126.0,53.36920928955078,0,0,1,0,152,249,12,0.0,0.0,1.0,0.0,5.0,1.0441176470588236,1.0,3.0
1,/Users/liuzhao/Desktop/experiments/Test_data_for_forgetting/dataSet/BioPortal/PARTI/obiws.bioinformatics-web-service-ontology.2.owl.xml,562,24,228,0,0,0,0.3,0.0,0.0,1,0,0,0,0,0,,,,,,,,,2.0
